
کد نماد,گروه,گروه های صنعت,تابلو,نماد,نام لاتین,نماد,نام
IRO1BPST0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPST1,Post Bank,وپست,پست بانك ايران
IRO1BTEJ0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BTEJ1,Tejarat Bank,وتجارت,بانك تجارت
IRR1BTEJ0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BTEX1,Tejarat Bank-R,وتجارتح,ح . بانك تجارت
IRO1TGOS0001,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TGOS1,Toosgostar Inv.,وتوس,توسعه‌شهري‌توس‌گستر
IRR1TGOS0101,N2,انبوه سازي، املاك و مستغلات,تابلو فرعي,TGOX1,Toosgostar Inv.-R,وتوسح,ح . توسعه‌شهري‌توس‌گستر
IRO1TMEL0001,N1,سرمايه گذاريها,تابلو فرعي,TMEL1,Tosee Melli Inv,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌
IRR1TMEL0101,N1,سرمايه گذاريها,تابلو فرعي,TMEX1,Tosee Melli Inv-R,وتوسمح,ح . سرمايه‌گذاري‌توسعه‌ملي‌
IRO1TSHE0001,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHE1,Pars Tousheh,وتوشه,سرمايه‌ گذاري‌ پارس‌ توشه‌
IRR1TSHE0101,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHX1,Pars Tousheh-R,وتوشهح,ح . سرمايه‌ گذاري‌ پارس‌ توشه‌
IRO1TOSA0001,N1,سرمايه گذاريها,تابلو اصلي,TOSA1,Iran Ind. Dev.,وتوصا,گروه س توسعه صنعتي ايران
IRR1TOSA0101,N1,سرمايه گذاريها,تابلو اصلي,TOSX1,Iran Ind. Dev.-R,وتوصاح,ح. سرمايه‌گذاري توسعه‌صنعتي
IRO1TOKA0001,N1,فلزات اساسي,تابلو اصلي,TOKA1,Tukafoolad Inv.,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ
IRR1TOKA0101,N1,فلزات اساسي,تابلو اصلي,TOKX1,Tukafoolad Inv.-R,وتوكاح,ح . ‌توكافولاد(هلدينگ‌
IRO1IKHR0001,N1,سرمايه گذاريها,تابلو اصلي,IKHR1,Kharazmy Invest,وخارزم,سرمايه گذاري خوارزمي
IRR1IKHR0101,N1,سرمايه گذاريها,تابلو اصلي,IKHX1,Kharazmy Invest-R,وخارزمح,ح.سرمايه گذاري خوارزمي
IRO1BKHZ0001,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHZ1,Bank of M.E.,وخاور,بانك خاورميانه
IRR1BKHZ0101,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHX1,Bank of M.E.-R,وخاورح,ح . بانك خاورميانه
IRO1RENA0001,N1,خودرو و ساخت قطعات,تابلو فرعي,RENA1,Rena Investment,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌
IRR1RENA0101,N1,خودرو و ساخت قطعات,تابلو فرعي,RENX1,Rena Investment-R,ورناح,ح . سرمايه‌گذاري‌ رنا(هلدينگ‌
IRO1SSAP0001,N2,سرمايه گذاريها,فهرست اوليه,SSAP1,Saipa Inv.,وساپا,سرمايه‌گذاري‌ سايپا
IRR1SSAP0101,N2,سرمايه گذاريها,فهرست اوليه,SSAX1,Saipa Inv.-R,وساپاح,ح . سرمايه‌گذاري‌ سايپا
IRO1SAKH0001,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKH1,Iran Const. Inv,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌
IRR1SAKH0101,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKX1,Iran Const. Inv-R,وساختح,ح . سرمايه‌ گذاري‌ ساختمان‌
IRO1SPAH0001,N1,سرمايه گذاريها,تابلو اصلي,SPAH1,Sepah Inv.,وسپه,سرمايه‌گذاري‌ سپه‌
IRR1SPAH0101,N1,سرمايه گذاريها,تابلو اصلي,SPAX1,Sepah Inv.-R,وسپهح,ح . سرمايه‌گذاري‌ سپه‌
IRO1SDID0001,N2,فلزات اساسي,فهرست اوليه,SDID1,Sadid Group,وسديد,گروه‌صنعتي‌سديد(هلدينگ‌
IRR1SDID0101,N2,فلزات اساسي,فهرست اوليه,SDIX1,Sadid Group-R,وسديدح,ح . گروه‌صنعتي‌سديد(هلدينگ‌
IRO1SKBV0001,N2,سرمايه گذاريها,فهرست اوليه,SKBV1,Banks Employees,وسكاب,س.ص.بازنشستگي كاركنان بانكها
IRR1SKBV0101,N2,سرمايه گذاريها,فهرست اوليه,SKBX1,Banks Employees-R,وسكابح,ح.س.ص.بازنشستگي كاركنان بانكها
IRO1VSIN0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,VSIN1,Sina Fin. Ins.,وسينا,بانك سينا
IRR1VSIN0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,VSIX1,Sina Fin. Ins.-R,وسيناح,ح . بانك سينا
IRO1GBEH0001,N1,سرمايه گذاريها,تابلو فرعي,GBEH1,Behshahr Group,وصنا,گروه‌صنايع‌بهشهرايران‌
IRR1GBEH0101,N1,سرمايه گذاريها,تابلو فرعي,GBEX1,Behshahr Group-R,وصناح,ح . ‌گروه‌صنايع‌بهشهرايران‌
IRO1SAND0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SAND1,Pension Fund,وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌
IRR1SAND0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SANX1,Pension Fund-R,وصندوقح,ح.سرمايه گذاري صندوق بازنشستگي
IRO1SNMA0001,N1,سرمايه گذاريها,تابلو اصلي,SNMA1,Ind. & Mine Inv,وصنعت,سرمايه گذاري توسعه صنعت وتجارت
IRR1SNMA0101,N1,سرمايه گذاريها,تابلو اصلي,SNMX1,Ind. & Mine Inv-R,وصنعتح,ح . سرمايه‌ گذاري‌صنعت‌ ومعدن‌
IRO1GDIR0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIR1,Ghadir Inv.,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌
IRR1GDIR0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIX1,Ghadir Inv.-R,وغديرح,ح . سرمايه‌گذاري‌غدير(هلدينگ‌
IRO1KRAF0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,KRAF1,Karafarin Bank,وكار,بانك‌ كارآفرين‌
IRR1KRAF0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,KRAX1,Karafarin Bank-R,وكارح,ح . بانك‌ كارآفرين‌
IRO1LPRS0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,LPRS1,Parsian leasing,ولپارس,ليزينگ پارسيان
IRO1RSAP0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAP1,Rayan Saipa,ولساپا,ليزينگ رايان‌ سايپا
IRR1RSAP0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAX1,Rayan Saipa-R,ولساپاح,ح . ليزينگ رايان‌ سايپا
IRO1LSMD0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMD1,Ind. & M. L.,ولصنم,ليزينگ‌صنعت‌ومعدن‌
IRR1LSMD0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMX1,Ind. & M. L.-R,ولصنمح,ح . ليزينگ‌صنعت‌ومعدن‌
IRO1LKGH0001,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGH1,Ghadir Kh. L.,ولغدر,ليزينگ‌خودروغدير
IRR1LKGH0101,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGX1,Ghadir Kh. L.-R,ولغدرح,ح . ليزينگ‌خودروغدير
IRO1VLMT0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,VLMT1,Mellat Leasing,ولملت,واسپاري ملت
IRO1LZIN0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LZIN1,Leasing Iran,وليز,ليزينگ‌ايران‌
IRR1LZIN0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LZIX1,Leasing Iran-R,وليزح,ح . ليزينگ‌ايران‌
IRO1MADN0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADN1,Metals & Min.,ومعادن,توسعه‌معادن‌وفلزات‌
IRR1MADN0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADX1,Metals & Min.-R,ومعادنح,ح . توسعه‌معادن‌وفلزات‌
IRO1MOIN0001,N1,واسطه‌گري‌هاي مالي و پولي,تابلو فرعي,MOIN1,Moein Mellat Co,ومعين,سرمايه گذاري توسعه معين ملت
IRO1MELT0001,N2,سرمايه گذاريها,فهرست اوليه,MELT1,Melat Inv.,وملت,سرمايه‌گذاري‌ملت‌
IRR1MELT0101,N2,سرمايه گذاريها,فهرست اوليه,MELX1,Melat Inv.-R,وملتح,ح . سرمايه‌گذاري‌ملت‌
IRO1GMEL0001,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEL1,Melli Ind. Grp.,وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
IRR1GMEL0101,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEX1,Melli Ind. Grp.-R,ومليح,ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
IRO1NAFT0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFT1,Oil Ind. Inv.,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌
IRR1NAFT0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFX1,Oil Ind. Inv.-R,ونفتح,ح . سرمايه‌گذاري‌ صنعت‌ نفت‌
IRO1NOVN0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,NOVN1,EN Bank,ونوين,بانك‌اقتصادنوين‌
IRR1NOVN0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,NOVX1,EN Bank-R,ونوينح,ح . بانك‌اقتصادنوين‌
IRO1SNRO0001,N1,عرضه برق، گاز، بخاروآب گرم,تابلو فرعي,SNRO1,Nirou Inv.,ونيرو,سرمايه‌گذاري‌نيرو
IRR1SNRO0101,N1,عرضه برق، گاز، بخاروآب گرم,تابلو فرعي,SNRX1,Nirou Inv.-R,ونيروح,ح . سرمايه‌گذاري‌نيرو
IRO1NIKI0001,N1,سرمايه گذاريها,تابلو اصلي,NIKI1,Iran N. Inv.,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌
IRR1NIKI0101,N1,سرمايه گذاريها,تابلو اصلي,NIKX1,Iran N. Inv.-R,ونيكيح,ح . سرمايه‌گذاري‌ ملي‌ايران‌
